"sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","non.detect","duplicate","location.name","treatment.name","method.name","event.type","event.count","flow.vol.liter","collected","received","flag"
"K-ST2-02-GB","HS23081041-23","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","ST2","Grab Sample","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GB","HS23081041-23","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.418,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","ST2","Grab Sample","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GB","HS23081041-23","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",956,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","ST2","Grab Sample","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GBH","HS23081041-24","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",3.08,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","ST2","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GBH","HS23081041-24","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","ST2","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GBH","HS23081041-24","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","ST2","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GBH","HS23081041-24","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.222,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","ST2","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-ST2-02-GBH","HS23081041-24","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",892,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","ST2","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GB","HS23081041-25","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",3.11,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","Inflo","Grab Sample","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GB","HS23081041-25","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","Inflo","Grab Sample","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GB","HS23081041-25","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","Inflo","Grab Sample","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GB","HS23081041-25","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","Inflo","Grab Sample","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GB","HS23081041-25","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",952,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","Inflo","Grab Sample","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GBH","HS23081041-26","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",3.03,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","Inflo","Hourly Grab","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GBH","HS23081041-26","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","Inflo","Hourly Grab","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GBH","HS23081041-26","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","Inflo","Hourly Grab","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GBH","HS23081041-26","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.053,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","Inflo","Hourly Grab","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-INF-02-GBH","HS23081041-26","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",956,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","Inflo","Hourly Grab","Inflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-GBH-D","HS23081041-27","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",3.11,"mg/L",1,"RL",0.03,0.1,FALSE,TRUE,"Kerbel","MT","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-GBH-D","HS23081041-27","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,TRUE,"Kerbel","MT","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-GBH-D","HS23081041-27","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,TRUE,"Kerbel","MT","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-GBH-D","HS23081041-27","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.391,"mg/L",1,"RL",0.02,0.05,FALSE,TRUE,"Kerbel","MT","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-GBH-D","HS23081041-27","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1010,"mg/L",1,"RL",5,10,FALSE,TRUE,"Kerbel","MT","Hourly Grab","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-LC-D","HS23081041-28","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",3.11,"mg/L",1,"RL",0.03,0.1,FALSE,TRUE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-LC-D","HS23081041-28","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,TRUE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-LC-D","HS23081041-28","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,TRUE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-LC-D","HS23081041-28","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.49,"mg/L",1,"RL",0.02,0.05,FALSE,TRUE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-MT1-02-LC-D","HS23081041-28","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1050,"mg/L",1,"RL",5,10,FALSE,TRUE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 2",NA,2023-08-16 16:00:00,"18 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.51,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.067,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.652,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-LC","HS23081597-01","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1220,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT1","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.74,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.51,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.067,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.902,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-ISC","HS23081597-02","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1120,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT1","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.77,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.52,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.071,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.734,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GB","HS23081597-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1220,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT1","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.67,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.45,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.061,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.592,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT1-03-GBH","HS23081597-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1210,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT1","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.57,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.47,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.38,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-LC","HS23081597-05","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1150,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT2","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.8,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.4,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.976,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-ISC","HS23081597-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1150,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT2","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.65,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.44,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.22,"mg/L",2,"RL",0.04,0.1,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GB","HS23081597-07","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1080,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT2","Grab Sample","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.56,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.39,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.741,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-CT2-03-GBH","HS23081597-08","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1310,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","CT2","Hourly Grab","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.42,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.229,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-LC","HS23081597-09","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1180,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","MT","Low-Cost Sampler","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",7.09,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.171,"mg/L",1,"RL",0.02,0.05,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
"K-MT1-03-ISC","HS23081597-10","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",1160,"mg/L",1,"RL",5,10,FALSE,FALSE,"Kerbel","MT","ISCO","Outflow","Irrigation 3",NA,2023-08-24 02:00:00,"25 Aug 2023 09:50",NA
